class,action,count
nl.rabobank.gict.rob.util.ExceptionLogger,ServiceTimeOutException occured in ShareCompany:getGroupDetails,124
nl.rabobank.gict.crmvirtual.framework.servlet.http.BufferedFrameworkResponse,"Request resulted in an exception response, clearing buffer.",64
nl.rabobank.gict.rob.util.ExceptionLogger,"BackEnd Exception errorCode: 1, errorMessage: Instrument 38|NL0000390706 not found",63
nl.rabobank.gict.rob.util.ExceptionLogger,"BackEnd Exception errorCode: 229999, errorMessage: Er is een technische fout opgetreden, probeert u het later nog eens. Voor ondersteuning bel 0900-0705.",37
nl.rabobank.gict.rob.util.ExceptionLogger,"BackEnd Exception errorCode: 1, errorMessage: Instrument 361|GB00BQQFX454 not found",32
freemarker.runtime,"freemarker.core.InvalidReferenceException: Expression employee_user is undefined on line 166, column 30 in menu.ftl.\n\tat freemarker.core.TemplateObject.assertNonNull(TemplateObject.java:124) ~[freemarker-2.3.15.jar:2.3.15]\n\tat freemarker.core.Expression.isTrue(Expression.java:145) ~[freemarker-2.3.15.jar:2.3.15]\n\tat freemarker.core.IfBlock.accept(IfBlock.java:80) [freemarker-2.3.15.jar:2.3.15]\n\tat freemarker.core.Environment.visit(Environment.java:209) [freemarker-2.3.15.jar:2.3.15]\n\tat freemarker.core.MixedContent.accept(MixedContent.java:92) [freemarker-2.3.15.jar:2.3.15]\n\tat freemarker.core.Environment.visit(Environment.java:209) [freemarker-2.3.15.jar:2.3.15]\n\tat freemarker.core.IfBlock.accept(IfBlock.java:82) [freemarker-2.3.15.jar:2.3.15]\n\tat freemarker.core.Environment.visit(Environment.java:209) [freemarker-2.3.15.jar:2.3.15]\n\tat freemarker.core.MixedContent.accept(MixedContent.java:92) [freemarker-2.3.15.jar:2.3.15]\n\tat freemar
 ker.core.Environment.visit(Environment.java:209) [freemarker-2.3.15.jar:2.3.15]\n\tat freemarker.core.EscapeBlock.accept(EscapeBlock.java:84) [freemarker-2.3.15.jar:2.3.15]\n\tat freemarker.core.Environment.visit(Environment.java:209) [freemarker-2.3.15.jar:2.3.15]\n\tat freemarker.core.Environment.process(Environment.java:189) [freemarker-2.3.15.jar:2.3.15]\n\tat freemarker.template.Template.process(Template.java:237) [freemarker-2.3.15.jar:2.3.15]\n\tat org.springframework.web.servlet.view.freemarker.FreeMarkerView.processTemplate(FreeMarkerView.java:366) [spring-webmvc-3.2.4.RELEASE.jar:3.2.4.RELEASE]\n\tat org.springframework.web.servlet.view.freemarker.FreeMarkerView.doRender(FreeMarkerView.java:283) [spring-webmvc-3.2.4.RELEASE.jar:3.2.4.RELEASE]\n\tat org.springframework.web.servlet.view.freemarker.FreeMarkerView.renderMergedTemplateModel(FreeMarkerView.java:233) [spring-webmvc-3.2.4.RELEASE.jar:3.2.4.RELEASE]\n\tat org.springframework.web.servlet.view.AbstractTemplat
 eView.renderMergedOutputModel(AbstractTemplateView.java:167) [spring-webmvc-3.2.4.RELEASE.jar:3.2.4.RELEASE]\n\tat org.springframework.web.servlet.view.AbstractView.render(AbstractView.java:263) [spring-webmvc-3.2.4.RELEASE.jar:3.2.4.RELEASE]\n\tat org.springframework.web.servlet.ViewRendererServlet.renderView(ViewRendererServlet.java:115) [spring-webmvc-3.2.4.RELEASE.jar:3.2.4.RELEASE]\n\tat org.springframework.web.servlet.ViewRendererServlet.processRequest(ViewRendererServlet.java:87) [spring-webmvc-3.2.4.RELEASE.jar:3.2.4.RELEASE]\n\tat org.springframework.web.servlet.ViewRendererServlet.doGet(ViewRendererServlet.java:67) [spring-webmvc-3.2.4.RELEASE.jar:3.2.4.RELEASE]\n\tat javax.servlet.http.HttpServlet.service(HttpServlet.java:718) [javax.j2ee.servlet.jar:na]\n\tat javax.servlet.http.HttpServlet.service(HttpServlet.java:831) [javax.j2ee.servlet.jar:na]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapper.service(ServletWrapper.java:1658) [com.ibm.ws.webcontainer.jar:na
 ]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapper.service(ServletWrapper.java:1598) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.filter.WebAppFilterChain.doFilter(WebAppFilterChain.java:113) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.filter.WebAppFilterChain._doFilter(WebAppFilterChain.java:80) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.filter.WebAppFilterManager.doFilter(WebAppFilterManager.java:908) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapper.handleRequest(ServletWrapper.java:935) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapper.handleRequest(ServletWrapper.java:503) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapperImpl.handleRequest(ServletWrapperImpl.java:181) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.webapp.WebAppRequestDispatcher.include(WebAppRequestDispatcher.java:711) [c
 om.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.core.impl.PortletRequestDispatcherImpl.include(PortletRequestDispatcherImpl.java:100) [com.ibm.ws.portletcontainer.jar:na]\n\tat org.springframework.web.portlet.DispatcherPortlet.doDispatch(DispatcherPortlet.java:1194) [spring-webmvc-portlet-3.2.4.RELEASE.jar:3.2.4.RELEASE]\n\tat org.springframework.web.portlet.DispatcherPortlet.doRender(DispatcherPortlet.java:1175) [spring-webmvc-portlet-3.2.4.RELEASE.jar:3.2.4.RELEASE]\n\tat org.springframework.web.portlet.DispatcherPortlet.render(DispatcherPortlet.java:1130) [spring-webmvc-portlet-3.2.4.RELEASE.jar:3.2.4.RELEASE]\n\tat org.springframework.web.portlet.DispatcherPortlet.doRenderService(DispatcherPortlet.java:789) [spring-webmvc-portlet-3.2.4.RELEASE.jar:3.2.4.RELEASE]\n\tat org.springframework.web.portlet.FrameworkPortlet.processRequest(FrameworkPortlet.java:523) [spring-webmvc-portlet-3.2.4.RELEASE.jar:3.2.4.RELEASE]\n\tat org.springframework.web.portlet.Fram
 eworkPortlet.doDispatch(FrameworkPortlet.java:471) [spring-webmvc-portlet-3.2.4.RELEASE.jar:3.2.4.RELEASE]\n\tat javax.portlet.GenericPortlet.render(GenericPortlet.java:233) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletServlet.doDispatch(PortletServlet.java:576) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletServletCollaboratorChainImpl.doCollaborator(PortletServletCollaboratorChainImpl.java:114) [com.ibm.ws.portletcontainer.jar:na]\n\tat nl.rabobank.gict.crmvirtual.portlet_preferences.Collaborator.doRender(Collaborator.java:124) [portlet-preferences-plugin-1.3.jar:1.3]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletServletCollaboratorChainImpl.doCollaborator(PortletServletCollaboratorChainImpl.java:105) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.isclite.container.collaborator.PortletServletCollaborator.doRender(PortletServletCollaborator.java:71) [isclite.jar:na]\n\tat c
 om.ibm.ws.portletcontainer.invoker.impl.PortletServletCollaboratorChainImpl.doCollaborator(PortletServletCollaboratorChainImpl.java:105) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.rrd.RRDServerPortletServletCollaborator.doRender(RRDServerPortletServletCollaborator.java:123) [com.ibm.wsspi.rrd.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletServletCollaboratorChainImpl.doCollaborator(PortletServletCollaboratorChainImpl.java:105) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.cache.CacheCollaborator.doRender(CacheCollaborator.java:92) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletServletCollaboratorChainImpl.doCollaborator(PortletServletCollaboratorChainImpl.java:105) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletServlet.doDispatch(PortletServlet.java:273) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontain
 er.invoker.impl.PortletServletCollaboratorChainImpl.doCollaborator(PortletServletCollaboratorChainImpl.java:82) [com.ibm.ws.portletcontainer.jar:na]\n\tat nl.rabobank.gict.crmvirtual.portlet_preferences.Collaborator.doDispatch(Collaborator.java:92) [portlet-preferences-plugin-1.3.jar:1.3]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletServletCollaboratorChainImpl.doCollaborator(PortletServletCollaboratorChainImpl.java:74) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.isclite.container.collaborator.PortletServletCollaborator.doDispatch(PortletServletCollaborator.java:143) [isclite.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletServletCollaboratorChainImpl.doCollaborator(PortletServletCollaboratorChainImpl.java:74) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.rrd.RRDServerPortletServletCollaborator.doDispatch(RRDServerPortletServletCollaborator.java:60) [com.ibm.wsspi.rrd.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.imp
 l.PortletServletCollaboratorChainImpl.doCollaborator(PortletServletCollaboratorChainImpl.java:74) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.cache.CacheCollaborator.doDispatch(CacheCollaborator.java:74) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletServletCollaboratorChainImpl.doCollaborator(PortletServletCollaboratorChainImpl.java:74) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletServlet.dispatch(PortletServlet.java:208) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletServlet.service(PortletServlet.java:165) [com.ibm.ws.portletcontainer.jar:na]\n\tat javax.servlet.http.HttpServlet.service(HttpServlet.java:831) [javax.j2ee.servlet.jar:na]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapper.service(ServletWrapper.java:1658) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapper.service(
 ServletWrapper.java:1598) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.filter.WebAppFilterChain.doFilter(WebAppFilterChain.java:113) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.filter.WebAppFilterChain._doFilter(WebAppFilterChain.java:80) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.filter.WebAppFilterManager.doFilter(WebAppFilterManager.java:908) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapper.handleRequest(ServletWrapper.java:935) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapper.handleRequest(ServletWrapper.java:503) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapperImpl.handleRequest(ServletWrapperImpl.java:181) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.wsspi.webcontainer.servlet.GenericServletWrapper.handleRequest(GenericServletWrapper.java:121) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontai
 ner.webapp.WebAppRequestDispatcher.include(WebAppRequestDispatcher.java:711) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletInvokerImpl.invoke(PortletInvokerImpl.java:214) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletInvokerCollaboratorChainImpl.doCollaborator(PortletInvokerCollaboratorChainImpl.java:78) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.cache.PortletInvokerCacheCollaborator.doRender(PortletInvokerCacheCollaborator.java:58) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletInvokerCollaboratorChainImpl.doCollaborator(PortletInvokerCollaboratorChainImpl.java:67) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.ext.PortletInvokerPerformanceCollaborator.invoke(PortletInvokerPerformanceCollaborator.java:313) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.ext.PortletInvokerP
 erformanceCollaborator.doInvoke(PortletInvokerPerformanceCollaborator.java:101) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.ext.PortletInvokerPerformanceCollaborator.invokePMI(PortletInvokerPerformanceCollaborator.java:163) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.ext.PortletInvokerPerformanceCollaborator.doInvoke(PortletInvokerPerformanceCollaborator.java:91) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.ext.PortletInvokerPerformanceCollaborator.doRender(PortletInvokerPerformanceCollaborator.java:74) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletInvokerCollaboratorChainImpl.doCollaborator(PortletInvokerCollaboratorChainImpl.java:67) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.invoker.impl.PortletInvokerImpl.render(PortletInvokerImpl.java:97) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.PortletCont
 ainerImpl.doRender(PortletContainerImpl.java:121) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.PortletContainerInvokerCollaboratorChainImpl.doCollaborator(PortletContainerInvokerCollaboratorChainImpl.java:80) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.ext.ExtCollaborator.doRender(ExtCollaborator.java:74) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.PortletContainerInvokerCollaboratorChainImpl.doCollaborator(PortletContainerInvokerCollaboratorChainImpl.java:67) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.cache.CacheInvokerCollaborator.doRender(CacheInvokerCollaborator.java:66) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.PortletContainerInvokerCollaboratorChainImpl.doCollaborator(PortletContainerInvokerCollaboratorChainImpl.java:67) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.PortletContainerImpl.renderPortlet(PortletC
 ontainerImpl.java:91) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.pcinvoker.PortletInvokerImpl$2.run(PortletInvokerImpl.java:100) [com.ibm.ws.portletcontainer.jar:na]\n\tat java.security.AccessController.doPrivileged(AccessController.java:277) [na:na]\n\tat com.ibm.ws.portletcontainer.pcinvoker.PortletInvokerImpl.invokeRender(PortletInvokerImpl.java:96) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.portletserving.PortletServingServlet.invokePortletRender(PortletServingServlet.java:280) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.portletcontainer.portletserving.PortletServingServlet.service(PortletServingServlet.java:151) [com.ibm.ws.portletcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapper.service(ServletWrapper.java:1658) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapper.service(ServletWrapper.java:1598) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webc
 ontainer.filter.WebAppFilterChain.doFilter(WebAppFilterChain.java:113) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.filter.WebAppFilterChain._doFilter(WebAppFilterChain.java:80) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.filter.WebAppFilterManager.doFilter(WebAppFilterManager.java:908) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapper.handleRequest(ServletWrapper.java:935) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapper.handleRequest(ServletWrapper.java:503) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.servlet.ServletWrapperImpl.handleRequest(ServletWrapperImpl.java:181) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.wsspi.webcontainer.servlet.GenericServletWrapper.handleRequest(GenericServletWrapper.java:121) [com.ibm.ws.webcontainer.jar:na]\n\tat com.ibm.ws.webcontainer.webapp.WebAppRequestDispatcher.include(WebAppRequestDispatcher.java:711) [co
 m.ibm.ws.webcontainer.jar:na]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$PortletDispatchStrategy.dispatch(DispatchFilterChainFactory.java:218) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:119) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:99) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.portlet_dispatch.UserLocalePortletDispatchFilter.doFilter(UserLocalePortletDispatchFilter.java:45) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.delegatedInvocationToFilter(DispatchFilterChainFactory.java:143) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.ra
 bobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:116) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:99) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.thread.monitor.ThreadMonitoringFilter.doFilter(ThreadMonitoringFilter.java:50) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.delegatedInvocationToFilter(DispatchFilterChainFactory.java:143) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:116) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$Dispa
 tchFilterChain.doFilter(DispatchFilterChainFactory.java:99) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.stepup.web.StepUpFilter.doFilter(StepUpFilter.java:62) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.delegatedInvocationToFilter(DispatchFilterChainFactory.java:143) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:116) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:99) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.signing.filter.PortletSigningDispatchFilter.doFilter(PortletSigningDispatchFilter.java:72) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtua
 l.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.delegatedInvocationToFilter(DispatchFilterChainFactory.java:143) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:116) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:99) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.portlet_dispatch.UserPreferencesPortletDispatchFilter.doFilter(UserPreferencesPortletDispatchFilter.java:56) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.delegatedInvocationToFilter(DispatchFilterChainFactory.java:143) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filt
 er.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:116) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:99) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.portlet_dispatch.QuinityUserProfileWorkaroundDispatchFilter.doFilter(QuinityUserProfileWorkaroundDispatchFilter.java:53) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.delegatedInvocationToFilter(DispatchFilterChainFactory.java:143) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:116) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFil
 terChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:99) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.portlet_dispatch.PortletVirtualChannelMonitorFilter.doFilter(PortletVirtualChannelMonitorFilter.java:50) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.delegatedInvocationToFilter(DispatchFilterChainFactory.java:143) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:116) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:99) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.portlet_dispatch.PortletThrottlingCookieWriterFilte
 r.doFilter(PortletThrottlingCookieWriterFilter.java:35) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.delegatedInvocationToFilter(DispatchFilterChainFactory.java:143) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:116) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:99) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.PerformanceLoggingDispatchFilter.doFilter(PerformanceLoggingDispatchFilter.java:33) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.delegatedInvocationToFilter(DispatchFilterChainFac
 tory.java:143) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:116) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.DispatchFilterChainFactory$DispatchFilterChain.doFilter(DispatchFilterChainFactory.java:99) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.InterceptingRequestDispatcher.doFilter(InterceptingRequestDispatcher.java:49) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.filter.dispatch.InterceptingRequestDispatcher.include(InterceptingRequestDispatcher.java:43) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.spi.websphere.function_provider.WebSpherePortletProvider.dispatchRequest(WebSpherePortletProvider.java:360) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.spi.webspher
 e.function_provider.WebSpherePortletProvider.renderContent(WebSpherePortletProvider.java:184) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.renderer.DynamicContentRenderer.render(DynamicContentRenderer.java:107) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.concurrent.scheduler.CallableRender.call(CallableRender.java:108) [engine-jar-5.16.4.jar:5.16.4]\n\tat nl.rabobank.gict.crmvirtual.framework.concurrent.scheduler.CallableRender.call(CallableRender.java:38) [engine-jar-5.16.4.jar:5.16.4]\n\tat java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:314) [na:1.6.0]\n\tat java.util.concurrent.FutureTask.run(FutureTask.java:149) [na:1.6.0]\n\tat java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:897) [na:1.6.0]\n\tat java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:919) [na:1.6.0]\n\tat java.lang.Thread.run(Thread.java:738) [na:1.6.0]",28
